price_in_rp,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,electricity,floors,year_built,garages, Bekasi, Bogor, Depok, Jakarta Barat, Jakarta Pusat, Jakarta Selatan, Jakarta Timur, Jakarta Utara, Tangerang
545000000,2,1,72,42,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
725000000,3,2,80,121,0,2200,1,2018,1,1,0,0,0,0,0,0,0,0
463000000,2,1,60,29,1,900,1,2010,0,1,0,0,0,0,0,0,0,0
575000000,4,2,98,165,1,3300,2,2018,0,1,0,0,0,0,0,0,0,0
320000000,2,1,108,135,0,1300,1,2016,1,1,0,0,0,0,0,0,0,0
468000000,2,1,72,45,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
168000000,2,1,60,29,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
875000000,3,1,90,75,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
496000000,2,1,72,36,1,2200,1,2022,0,1,0,0,0,0,0,0,0,0
779000000,3,2,53,63,1,2200,2,2022,0,1,0,0,0,0,0,0,0,0
800000000,3,1,90,69,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
800000000,3,1,90,69,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1600000000,4,3,186,200,1,4400,2,2018,1,1,0,0,0,0,0,0,0,0
1150000000,4,3,105,140,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
42000000,2,2,60,40,1,1300,1,2021,0,1,0,0,0,0,0,0,0,0
1350000000,2,2,180,150,1,1300,1,2016,1,1,0,0,0,0,0,0,0,0
-2147483648,4,2,210,230,0,2200,2,2016,0,1,0,0,0,0,0,0,0,0
2000000000,3,3,118,71,0,2200,2,2018,0,1,0,0,0,0,0,0,0,0
625000000,2,1,75,48,1,2200,1,2022,0,1,0,0,0,0,0,0,0,0
1600000000,2,2,119,100,1,1300,2,2017,1,1,0,0,0,0,0,0,0,0
680000000,2,1,72,36,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
490000000,2,1,72,45,1,1300,1,2021,0,1,0,0,0,0,0,0,0,0
665000000,3,1,97,54,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
445000000,2,1,97,54,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
570000000,2,1,97,54,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
1050000000,2,1,119,84,0,3300,1,2021,0,1,0,0,0,0,0,0,0,0
1500000000,2,1,250,180,1,1300,1,2011,1,1,0,0,0,0,0,0,0,0
665000000,3,1,97,54,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
665000000,3,1,97,54,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
950000000,3,2,66,87,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
650000000,2,1,72,60,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
975000000,3,1,120,60,1,1300,1,2016,0,1,0,0,0,0,0,0,0,0
799000000,2,1,97,70,1,2200,1,2018,1,1,0,0,0,0,0,0,0,0
-2147483648,3,4,216,300,3,5500,3,2012,2,1,0,0,0,0,0,0,0,0
950000000,3,2,66,87,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
350000000,2,1,60,36,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
524000000,2,1,40,66,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
325000000,2,1,60,45,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
325000000,2,1,60,45,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
335000000,3,1,60,45,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
310000000,2,1,60,45,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
1500000000,3,2,120,88,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
1500000000,3,2,120,88,1,3160,1,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,2,1,72,39,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
327000000,2,1,36,61,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
332000000,2,1,36,61,1,1300,1,2022,2,1,0,0,0,0,0,0,0,0
395000000,2,1,60,40,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
168000000,2,1,60,29,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
395000000,2,1,60,40,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
360000000,2,1,62,62,0,1300,1,2018,1,1,0,0,0,0,0,0,0,0
350000000,2,1,72,45,0,1300,1,2018,1,1,0,0,0,0,0,0,0,0
370000000,3,2,60,75,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
320000000,2,1,60,45,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
853000000,2,1,55,60,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
550000000,2,1,60,36,1,3160,1,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,4,4,162,230,1,3500,2,2018,0,1,0,0,0,0,0,0,0,0
1950000000,4,2,220,200,2,4400,2,2010,1,1,0,0,0,0,0,0,0,0
1960000000,3,2,90,85,0,1300,2,2018,0,1,0,0,0,0,0,0,0,0
1150000000,4,2,90,150,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
1800000000,2,3,120,84,1,2200,1,2020,0,1,0,0,0,0,0,0,0,0
1400000000,3,2,130,150,1,2200,1,2004,1,1,0,0,0,0,0,0,0,0
1400000000,3,2,130,150,1,2200,1,2004,1,1,0,0,0,0,0,0,0,0
1250000000,3,2,90,81,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,5,3,255,280,2,5500,2,2016,0,1,0,0,0,0,0,0,0,0
-2147483648,5,4,337,550,2,4400,2,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,5,5,343,400,3,3500,2,2018,0,1,0,0,0,0,0,0,0,0
850000000,2,1,90,110,0,2200,2,2018,0,1,0,0,0,0,0,0,0,0
1850000000,3,2,215,135,1,5500,1,2017,0,1,0,0,0,0,0,0,0,0
1080000000,2,2,105,90,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
1200000000,3,2,165,90,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
390000000,2,1,73,36,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
-2147483648,6,4,225,211,1,3500,2,2018,1,1,0,0,0,0,0,0,0,0
-2147483648,4,4,160,128,2,3500,2,2022,0,1,0,0,0,0,0,0,0,0
590000000,3,2,153,150,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
990000000,3,2,220,123,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
2000000000,2,1,216,96,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
635000000,2,1,55,86,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
475000000,2,1,78,41,1,2200,1,2022,1,1,0,0,0,0,0,0,0,0
525000000,3,2,60,80,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
525000000,3,2,60,80,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
375000000,3,2,60,60,0,900,1,2018,0,1,0,0,0,0,0,0,0,0
1100000000,3,2,65,90,1,2200,2,2012,0,1,0,0,0,0,0,0,0,0
2000000000,2,1,216,100,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
920000000,4,3,113,85,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
774000000,3,2,70,70,1,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1700000000,3,2,125,160,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
-2147483648,4,4,209,300,2,11000,2,2017,1,1,0,0,0,0,0,0,0,0
-2147483648,6,5,209,300,2,11000,2,2017,1,1,0,0,0,0,0,0,0,0
-2147483648,6,4,500,450,0,8000,3,2013,0,1,0,0,0,0,0,0,0,0
1700000000,3,2,102,150,1,3300,2,2017,1,1,0,0,0,0,0,0,0,0
-2147483648,6,5,209,300,1,3160,2,2018,2,1,0,0,0,0,0,0,0,0
1250000000,2,2,98,80,1,2200,1,2015,1,1,0,0,0,0,0,0,0,0
-2147483648,3,3,181,180,2,2200,2,2021,0,1,0,0,0,0,0,0,0,0
-2147483648,11,4,487,650,3,4400,2,2001,1,1,0,0,0,0,0,0,0,0
1800000000,3,3,90,135,1,3300,2,2018,0,1,0,0,0,0,0,0,0,0
1000000000,2,2,90,70,2,2200,2,2018,0,1,0,0,0,0,0,0,0,0
800000000,2,1,90,54,1,1300,1,2016,1,1,0,0,0,0,0,0,0,0
895000000,3,1,120,120,2,1300,1,2018,0,1,0,0,0,0,0,0,0,0
450000000,1,1,60,60,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
1500000000,3,2,120,88,1,2200,1,2020,0,1,0,0,0,0,0,0,0,0
590000000,2,1,90,54,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
590000000,2,1,90,54,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
1500000000,2,1,120,88,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
1250000000,3,2,105,130,1,2200,1,2018,1,1,0,0,0,0,0,0,0,0
1250000000,3,2,105,130,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
970000000,3,2,56,63,1,1300,2,2022,0,1,0,0,0,0,0,0,0,0
779000000,3,2,53,63,1,1300,2,2022,0,1,0,0,0,0,0,0,0,0
550000000,2,1,90,54,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
550000000,2,1,90,54,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
375000000,2,1,72,60,0,1300,1,2012,2,1,0,0,0,0,0,0,0,0
550000000,3,2,120,100,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
550000000,2,1,75,35,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
455000000,2,1,72,45,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
900000000,2,1,120,90,1,1300,1,2020,0,1,0,0,0,0,0,0,0,0
390000000,3,2,60,36,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
967000000,3,3,82,68,1,2200,2,2021,1,1,0,0,0,0,0,0,0,0
1500000000,5,2,240,150,0,3500,1,2018,1,1,0,0,0,0,0,0,0,0
-2147483648,5,4,200,180,2,3500,2,2014,3,1,0,0,0,0,0,0,0,0
390000000,2,1,60,30,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
409000000,2,1,60,40,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
168000000,2,1,60,30,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
300000000,2,1,60,36,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
1650000000,4,1,123,100,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
450000000,3,2,120,100,1,1300,1,2014,1,1,0,0,0,0,0,0,0,0
900000000,3,2,150,100,0,3160,1,2018,0,1,0,0,0,0,0,0,0,0
750000000,3,2,50,100,1,1300,2,2022,1,1,0,0,0,0,0,0,0,0
1050000000,3,2,72,90,1,2200,2,2022,2,1,0,0,0,0,0,0,0,0
-2147483648,3,2,194,200,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
300000000,2,1,52,45,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
795000000,4,2,90,150,1,2200,2,2017,0,1,0,0,0,0,0,0,0,0
1000000000,3,2,72,108,1,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1900000000,3,2,136,66,1,2200,1,2010,0,1,0,0,0,0,0,0,0,0
1180000000,3,3,84,77,1,2200,2,2021,0,1,0,0,0,0,0,0,0,0
1430000000,4,3,105,95,2,2200,2,2018,0,1,0,0,0,0,0,0,0,0
1180000000,3,2,84,77,1,1300,2,2022,1,1,0,0,0,0,0,0,0,0
400000000,2,1,60,38,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
1470000000,2,2,84,62,1,2200,2,2022,0,1,0,0,0,0,0,0,0,0
440000000,2,2,78,54,1,900,1,2015,0,1,0,0,0,0,0,0,0,0
324000000,2,1,72,36,0,1300,1,2021,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1900000000,3,3,150,195,2,2200,2,2021,0,1,0,0,0,0,0,0,0,0
650000000,2,2,50,68,1,1300,2,2022,0,1,0,0,0,0,0,0,0,0
1450000000,4,3,158,272,1,2200,2,2019,2,1,0,0,0,0,0,0,0,0
650000000,2,2,50,68,2,1300,2,2022,0,1,0,0,0,0,0,0,0,0
925000000,3,2,108,80,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
950000000,3,2,66,87,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
1300000000,4,2,95,150,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
1350000000,4,2,95,150,1,2200,2,2008,1,1,0,0,0,0,0,0,0,0
490000000,2,1,66,30,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
650000000,3,2,120,100,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
720000000,2,1,100,85,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
875000000,3,2,66,100,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
875000000,3,2,66,100,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
875000000,3,2,66,100,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
1490000000,3,2,72,135,1,2200,2,2021,0,1,0,0,0,0,0,0,0,0
-2147483648,4,3,168,250,2,4400,1,2018,0,1,0,0,0,0,0,0,0,0
1900000000,3,2,72,110,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
850000000,3,2,113,90,2,2200,2,2021,0,1,0,0,0,0,0,0,0,0
1900000000,3,2,72,110,1,2200,2,2020,0,1,0,0,0,0,0,0,0,0
-2147483648,3,4,200,400,2,5500,3,2015,0,1,0,0,0,0,0,0,0,0
1590000000,5,3,150,165,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
-2147483648,5,3,179,250,2,3500,2,2016,0,1,0,0,0,0,0,0,0,0
700000000,4,2,78,55,2,2200,1,2022,2,1,0,0,0,0,0,0,0,0
930000000,2,2,60,48,1,2200,1,2017,0,1,0,0,0,0,0,0,0,0
2000000000,3,3,90,105,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
-2147483648,6,4,126,165,1,3300,2,2009,0,1,0,0,0,0,0,0,0,0
420000000,2,1,60,36,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
1200000000,3,1,107,90,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
-2147483648,3,2,200,143,2,2200,2,2018,0,1,0,0,0,0,0,0,0,0
2000000000,2,2,105,110,0,2200,2,2018,1,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
764000000,3,3,78,83,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1400000000,3,2,194,90,1,1300,1,2017,1,1,0,0,0,0,0,0,0,0
385000000,2,2,72,45,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
950000000,3,2,90,100,1,2200,2,2015,0,1,0,0,0,0,0,0,0,0
345000000,3,1,60,38,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
180000000,3,2,75,30,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
250000000,2,1,60,50,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
481000000,2,1,72,36,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
555000000,2,1,27,72,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
375000000,2,1,70,40,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
723000000,3,2,80,121,1,1300,2,2009,1,1,0,0,0,0,0,0,0,0
495000000,2,1,120,80,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
850000000,3,2,60,53,1,2200,2,2022,1,1,0,0,0,0,0,0,0,0
400000000,2,1,77,42,2,1300,1,2022,2,1,0,0,0,0,0,0,0,0
777000000,2,1,84,58,0,1300,1,2022,0,1,0,0,0,0,0,0,0,0
625000000,2,1,72,48,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
1000000000,3,2,72,90,2,2200,2,2022,0,1,0,0,0,0,0,0,0,0
1400000000,4,4,144,133,1,2200,2,2018,0,1,0,0,0,0,0,0,0,0
650000000,2,2,84,70,1,1300,1,2014,0,1,0,0,0,0,0,0,0,0
-2147483648,5,4,348,430,1,5500,2,2015,1,1,0,0,0,0,0,0,0,0
700000000,3,2,82,60,2,2200,1,2022,2,1,0,0,0,0,0,0,0,0
418000000,3,1,72,36,1,1300,2,2022,0,1,0,0,0,0,0,0,0,0
320000000,2,1,60,50,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
370000000,2,1,60,50,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
325000000,2,1,60,45,1,450,1,2018,1,1,0,0,0,0,0,0,0,0
750000000,2,1,119,80,2,1300,1,2018,2,1,0,0,0,0,0,0,0,0
450000000,2,1,60,45,1,1300,1,2022,1,1,0,0,0,0,0,0,0,0
600000000,2,1,110,70,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
600000000,2,2,110,70,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
325000000,2,1,60,45,1,450,1,2018,1,1,0,0,0,0,0,0,0,0
435000000,2,1,60,45,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
750000000,2,1,119,80,2,1300,1,2018,2,1,0,0,0,0,0,0,0,0
800000000,4,2,78,150,1,2200,2,2018,1,1,0,0,0,0,0,0,0,0
480000000,2,1,60,45,1,1300,1,2018,1,1,0,0,0,0,0,0,0,0
250000000,2,1,60,42,0,1300,1,2016,0,1,0,0,0,0,0,0,0,0
550000000,2,2,74,70,0,1300,1,2022,1,1,0,0,0,0,0,0,0,0
-2147483648,5,3,241,140,0,4400,2,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,3,2,220,300,0,4400,2,2018,0,1,0,0,0,0,0,0,0,0
975000000,2,2,93,80,1,1300,1,2019,1,1,0,0,0,0,0,0,0,0
1400000000,3,1,180,180,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
550000000,2,1,72,50,1,2200,1,2010,0,1,0,0,0,0,0,0,0,0
1350000000,2,2,180,150,0,1300,1,2016,0,1,0,0,0,0,0,0,0,0
850000000,3,1,90,69,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
1100000000,4,2,135,117,2,2200,2,2018,0,1,0,0,0,0,0,0,0,0
950000000,3,2,93,80,1,2200,1,2018,1,1,0,0,0,0,0,0,0,0
950000000,3,2,65,80,1,2200,2,2022,1,1,0,0,0,0,0,0,0,0
-2147483648,4,2,375,385,2,5500,2,2018,0,1,0,0,0,0,0,0,0,0
695000000,3,2,79,90,1,1300,2,2020,0,1,0,0,0,0,0,0,0,0
695000000,3,2,70,90,1,1300,2,2020,0,1,0,0,0,0,0,0,0,0
980000000,2,1,135,78,1,1300,1,2005,0,1,0,0,0,0,0,0,0,0
470000000,2,1,70,50,1,1300,1,2021,1,1,0,0,0,0,0,0,0,0
496000000,2,1,72,36,1,2200,1,2022,0,1,0,0,0,0,0,0,0,0
600000000,2,2,80,120,2,1300,2,2019,0,1,0,0,0,0,0,0,0,0
399000000,2,1,72,54,1,1300,1,2010,0,1,0,0,0,0,0,0,0,0
450000000,2,1,72,50,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
-2147483648,3,2,200,143,2,2200,2,2018,0,1,0,0,0,0,0,0,0,0
475000000,3,2,112,112,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
1300000000,6,3,126,140,1,3300,1,2004,2,1,0,0,0,0,0,0,0,0
265000000,2,1,60,36,1,3160,1,2022,0,1,0,0,0,0,0,0,0,0
380000000,2,1,100,45,1,1300,1,2022,0,1,0,0,0,0,0,0,0,0
160000000,3,1,60,50,1,1300,1,2012,0,1,0,0,0,0,0,0,0,0
525000000,3,2,60,80,1,1300,1,2018,0,1,0,0,0,0,0,0,0,0
770000000,2,1,105,75,1,2200,1,2018,0,1,0,0,0,0,0,0,0,0
750000000,2,1,78,54,1,1300,1,2021,0,1,0,0,0,0,0,0,0,0
690000000,2,2,90,55,2,2200,2,2022,2,1,0,0,0,0,0,0,0,0
700000000,3,2,78,45,2,2200,1,2022,2,1,0,0,0,0,0,0,0,0
995000000,3,2,78,70,1,2200,2,2021,1,1,0,0,0,0,0,0,0,0
570000000,2,1,72,60,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
570000000,2,1,84,45,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
600000000,3,2,90,50,0,1300,1,2018,0,1,0,0,0,0,0,0,0,0
450000000,2,1,72,48,0,3160,1,2018,0,1,0,0,0,0,0,0,0,0
1150000000,3,2,90,170,0,2200,2,2018,2,1,0,0,0,0,0,0,0,0
1150000000,3,2,90,170,0,2200,2,2018,2,1,0,0,0,0,0,0,0,0
1100000000,4,2,182,220,1,1300,1,2005,0,1,0,0,0,0,0,0,0,0
500000000,3,2,114,70,1,1300,1,2015,0,1,0,0,0,0,0,0,0,0
-2147483648,3,2,225,300,0,2200,2,2015,0,1,0,0,0,0,0,0,0,0
-2147483648,3,2,225,300,0,2200,2,2015,0,1,0,0,0,0,0,0,0,0
1290000000,3,2,94,160,1,3500,2,2018,0,1,0,0,0,0,0,0,0,0
690000000,4,3,140,100,0,1300,2,2018,0,0,1,0,0,0,0,0,0,0
995000000,3,2,129,100,0,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,8,3,264,400,3,4400,2,2010,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,1064,800,4,6600,2,2013,4,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1440000000,3,2,90,110,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
550000000,2,1,90,80,0,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,1400,300,0,3500,1,2018,4,0,1,0,0,0,0,0,0,0
1000000000,3,2,90,150,0,3160,1,2018,0,0,1,0,0,0,0,0,0,0
1440000000,3,2,90,110,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,2,162,196,1,3160,2,2018,0,0,1,0,0,0,0,0,0,0
1380000000,3,2,105,150,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
945000000,3,1,70,90,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1440000000,3,2,90,110,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1380000000,3,2,105,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
2000000000,5,6,144,200,1,3500,1,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,300,520,1,6600,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,517,305,2,5500,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,312,250,2,5500,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,514,340,2,4400,2,2016,2,0,1,0,0,0,0,0,0,0
1800000000,2,1,224,90,1,2200,1,2010,0,0,1,0,0,0,0,0,0,0
650000000,2,2,90,100,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1900000000,2,3,216,120,0,3160,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,481,242,2,3500,2,2018,2,0,1,0,0,0,0,0,0,0
900000000,2,1,90,90,1,3160,2,2018,1,0,1,0,0,0,0,0,0,0
850000000,3,2,139,130,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
650000000,2,2,90,100,0,2200,1,2022,1,0,1,0,0,0,0,0,0,0
1300000000,2,1,150,62,2,2200,1,2016,0,0,1,0,0,0,0,0,0,0
-2147483648,2,4,216,110,0,3300,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,323,500,0,4400,2,2016,0,0,1,0,0,0,0,0,0,0
1300000000,5,3,117,160,0,3500,2,2014,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,144,105,2,2200,2,2015,0,0,1,0,0,0,0,0,0,0
700000000,2,1,137,40,1,1300,1,2020,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,358,250,1,3500,2,2019,0,0,1,0,0,0,0,0,0,0
1900000000,3,2,126,102,0,2200,2,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,3,4,329,275,1,3160,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,6,5,450,800,2,6600,3,2021,2,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,180,300,2,5500,2,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,575,200,2,2200,1,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,360,400,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
1300000000,2,1,150,62,1,2200,1,2020,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1000000000,2,1,150,63,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,84,89,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,5,313,360,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,3,2,299,125,1,2200,2,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,299,125,1,2200,2,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,2200,3,2015,2,0,1,0,0,0,0,0,0,0
-2147483648,3,3,183,145,2,3300,2,2003,1,0,1,0,0,0,0,0,0,0
1200000000,4,4,120,240,0,1300,2,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,84,89,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
1300000000,2,1,150,62,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,144,88,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,543,495,2,5500,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,321,500,2,4400,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,5,313,360,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,3,2,575,200,2,2200,1,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,340,400,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
1000000000,2,1,150,63,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,3,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,5,6,483,500,2,7700,3,2017,2,0,1,0,0,0,0,0,0,0
