price_in_rp,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,electricity,floors,year_built,garages, Bekasi, Bogor, Depok, Jakarta Barat, Jakarta Pusat, Jakarta Selatan, Jakarta Timur, Jakarta Utara, Tangerang
-2147483648,4,4,180,300,2,5500,2,2017,0,0,1,0,0,0,0,0,0,0
750000000,2,2,105,60,1,1300,1,2015,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2019,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,84,89,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,321,500,2,4400,2,2018,1,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,2200,1,2020,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,1300,2,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,313,360,1,5500,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,340,400,1,5500,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,575,200,2,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2019,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,84,89,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,321,500,1,4400,2,2016,1,0,1,0,0,0,0,0,0,0
1000000000,2,1,150,63,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,321,500,1,4400,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,526,400,1,3300,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,299,125,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,543,495,4,5500,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,526,400,1,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,2,1,108,62,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,3,144,88,1,1300,1,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,299,125,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
550000000,2,2,84,60,1,2200,2,2015,0,0,1,0,0,0,0,0,0,0
-2147483648,3,4,329,299,2,3500,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,498,400,2,3500,2,2021,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,330,362,1,4400,2,2020,1,0,1,0,0,0,0,0,0,0
1500000000,5,3,141,141,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,375,450,2,4400,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,2,334,350,1,5500,2,2018,1,0,1,0,0,0,0,0,0,0
575000000,3,2,81,65,1,1300,1,2015,0,0,1,0,0,0,0,0,0,0
825000000,2,2,90,65,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,127,200,1,3500,2,2018,0,0,1,0,0,0,0,0,0,0
900000000,2,1,90,90,1,1300,1,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,180,300,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,127,200,1,3500,2,2018,0,0,1,0,0,0,0,0,0,0
1500000000,5,3,141,141,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,375,450,2,4400,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,2,334,350,1,5500,2,2018,1,0,1,0,0,0,0,0,0,0
575000000,3,2,81,65,1,1300,1,2015,0,0,1,0,0,0,0,0,0,0
825000000,2,2,90,65,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
900000000,2,1,90,90,1,1300,1,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,180,300,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,84,89,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,321,500,1,4400,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,404,200,1,3500,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,404,200,1,3500,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,404,200,1,3500,2,2018,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,323,500,1,4400,2,2016,1,0,1,0,0,0,0,0,0,0
775000000,2,1,105,44,1,2200,1,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,375,450,2,4400,3,2020,3,0,1,0,0,0,0,0,0,0
-2147483648,3,3,330,362,2,4400,2,2020,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,498,400,2,3500,2,2022,2,0,1,0,0,0,0,0,0,0
1100000000,1,1,90,60,1,2200,1,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,543,495,2,5500,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,526,400,2,3500,3,2016,2,0,1,0,0,0,0,0,0,0
-2147483648,3,2,299,125,1,2200,2,2016,1,0,1,0,0,0,0,0,0,0
1250000000,3,2,144,88,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,2,334,350,1,5500,2,2018,2,0,1,0,0,0,0,0,0,0
950000000,2,1,108,50,1,3500,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,396,299,2,4400,2,2019,0,0,1,0,0,0,0,0,0,0
1000000000,2,1,150,63,1,1300,1,2010,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,323,500,1,4400,2,2018,1,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,2200,3,2020,0,0,1,0,0,0,0,0,0,0
945000000,3,1,90,70,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,4400,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,575,200,2,2200,1,2010,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,340,400,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,313,360,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,313,360,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,340,400,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,266,400,2,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,3,3,315,150,1,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,323,500,2,4400,2,2016,2,0,1,0,0,0,0,0,0,0
-2147483648,4,5,518,515,2,5500,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,2,334,350,1,5500,2,2018,2,0,1,0,0,0,0,0,0,0
775000000,2,1,105,44,1,1300,1,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,498,300,2,3500,2,2018,3,0,1,0,0,0,0,0,0,0
-2147483648,3,3,345,200,1,3300,2,2016,0,0,1,0,0,0,0,0,0,0
1650000000,3,2,84,89,1,1300,3,2021,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,140,88,1,2200,1,2017,0,0,1,0,0,0,0,0,0,0
1800000000,2,1,224,90,1,1300,1,2007,1,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,1300,2,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,133,185,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
600000000,3,2,72,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,2,2,242,188,0,2200,3,2018,0,0,1,0,0,0,0,0,0,0
1900000000,2,2,224,100,1,2200,1,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,5,4,301,250,0,2200,3,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,2,3,323,200,2,4400,2,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,133,185,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,202,370,0,2200,2,2014,0,0,1,0,0,0,0,0,0,0
-2147483648,4,2,300,500,2,5500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,3300,3,2015,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,886,500,3,3500,2,2015,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,1118,600,2,4400,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,3,3,1156,500,3,4400,2,2014,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,312,300,2,3500,2,2014,0,0,1,0,0,0,0,0,0,0
2100000000,3,3,120,105,1,3300,2,2019,1,0,1,0,0,0,0,0,0,0
1600000000,2,1,180,120,1,1300,1,2019,1,0,1,0,0,0,0,0,0,0
1700000000,3,3,108,160,1,2200,2,2021,0,0,1,0,0,0,0,0,0,0
800000000,3,3,120,120,1,2200,1,2009,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,313,250,2,4400,2,2019,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,1,2200,3,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,313,250,2,4400,2,2019,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,1,2200,3,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,287,250,2,5500,2,2003,1,0,1,0,0,0,0,0,0,0
1800000000,3,2,12,130,1,2200,2,2012,1,0,1,0,0,0,0,0,0,0
1100000000,4,3,90,120,0,2200,2,2014,0,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,150,1,5500,2,2016,0,0,1,0,0,0,0,0,0,0
725000000,5,4,120,150,0,1300,2,2015,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,287,250,1,3500,2,2014,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,1156,500,0,4400,2,2015,3,0,1,0,0,0,0,0,0,0
-2147483648,4,4,1250,700,2,3300,1,2014,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,886,500,0,3300,2,2015,3,0,1,0,0,0,0,0,0,0
-2147483648,5,3,630,600,1,3500,2,2014,1,0,1,0,0,0,0,0,0,0
1650000000,3,1,232,120,1,1300,1,2005,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,315,200,1,2200,2,2016,1,0,1,0,0,0,0,0,0,0
1100000000,2,2,90,60,1,1300,1,2019,0,0,1,0,0,0,0,0,0,0
1600000000,2,1,248,100,1,1300,1,2006,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,108,100,1,2200,2,2006,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,328,160,1,2200,2,2016,1,0,1,0,0,0,0,0,0,0
850000000,2,2,90,65,1,2200,1,2019,0,0,1,0,0,0,0,0,0,0
1350000000,2,1,211,53,1,1300,1,2002,0,0,1,0,0,0,0,0,0,0
1150000000,3,3,78,100,1,2200,1,2019,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,328,250,2,3300,2,2017,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,481,250,4,5500,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,224,220,2,5500,2,2017,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,488,250,2,3300,2,2010,2,0,1,0,0,0,0,0,0,0
-2147483648,2,3,323,220,4,5500,2,2008,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,406,250,1,2200,2,2006,1,0,1,0,0,0,0,0,0,0
800000000,3,3,120,120,1,1300,2,2006,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,866,500,4,5500,2,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,5,5,309,600,2,6600,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,315,250,2,3500,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,3,4,1153,500,3,5500,2,2018,1,0,1,0,0,0,0,0,0,0
1700000000,3,3,171,120,1,3300,2,2009,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,234,240,2,5500,2,2015,0,0,1,0,0,0,0,0,0,0
1300000000,3,2,176,120,1,3300,1,2012,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,3300,3,2015,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,3500,3,2016,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,3300,3,2014,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,2200,3,2015,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,3300,3,2016,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,220,221,2,2200,3,2015,2,0,1,0,0,0,0,0,0,0
585000000,2,2,90,60,1,1300,1,2007,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,228,200,0,3300,2,2009,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,230,200,1,3300,2,2006,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,234,200,1,4400,2,2019,1,0,1,0,0,0,0,0,0,0
1800000000,3,3,120,100,1,3300,2,2009,0,0,1,0,0,0,0,0,0,0
675000000,2,1,108,53,1,1300,1,2014,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,216,180,1,2200,2,2015,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,300,250,2,3500,3,2021,1,0,1,0,0,0,0,0,0,0
1600000000,2,1,180,100,2,3300,1,2007,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,866,400,4,3300,2,2011,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,313,250,2,1300,2,2012,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,313,250,2,1300,2,2012,1,0,1,0,0,0,0,0,0,0
1700000000,3,3,120,120,2,2200,2,2021,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,600,250,4,2200,3,2006,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,315,250,2,3300,1,2009,2,0,1,0,0,0,0,0,0,0
-2147483648,2,3,323,250,2,4400,2,2007,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,300,250,1,4400,2,2021,1,0,1,0,0,0,0,0,0,0
1700000000,3,3,108,160,1,3300,2,2021,1,0,1,0,0,0,0,0,0,0
800000000,3,3,120,100,1,1300,2,2005,1,0,1,0,0,0,0,0,0,0
-2147483648,2,3,1250,250,1,3160,1,2018,1,0,1,0,0,0,0,0,0,0
1150000000,3,2,90,120,1,2200,2,2017,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,403,145,1,3300,2,2014,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,1023,401,2,3160,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,287,250,1,3500,2,2014,2,0,1,0,0,0,0,0,0,0
-2147483648,5,4,1023,401,2,3160,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,287,250,1,3500,2,2014,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,664,300,2,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,1156,500,2,4400,2,2014,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,886,500,2,3300,2,2015,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,323,200,1,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,6,6,1118,600,2,5500,2,2021,2,0,1,0,0,0,0,0,0,0
-2147483648,5,5,120,235,0,2200,2,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,3,4,323,300,0,5500,2,2019,0,0,1,0,0,0,0,0,0,0
585000000,2,2,60,120,1,3160,2,2018,0,0,1,0,0,0,0,0,0,0
1900000000,4,3,379,250,2,3300,2,2011,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,710,612,4,3500,2,2010,4,0,1,0,0,0,0,0,0,0
-2147483648,2,3,300,250,2,3500,2,2015,0,0,1,0,0,0,0,0,0,0
495000000,2,1,81,50,0,1300,1,2017,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,663,250,2,2200,2,2020,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,181,179,2,3300,2,2021,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,710,612,2,3500,3,2018,2,0,1,0,0,0,0,0,0,0
300000000,2,1,60,36,0,2200,1,2022,0,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1680000000,3,2,200,90,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,60,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
890000000,2,2,60,55,1,2200,2,2019,0,0,1,0,0,0,0,0,0,0
810000000,2,1,90,45,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
599000000,2,1,72,60,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
600000000,2,1,72,60,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1200000000,2,3,98,78,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
499000000,2,1,60,30,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,90,45,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,90,45,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,60,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,90,45,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,60,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
351000000,2,1,60,32,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
325000000,2,1,90,38,1,1300,1,2016,0,0,1,0,0,0,0,0,0,0
245000000,2,1,36,72,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
250000000,1,1,72,22,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
375000000,3,2,112,68,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
975000000,3,2,200,100,2,1300,1,2018,2,0,1,0,0,0,0,0,0,0
325000000,2,1,72,60,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
1450000000,3,2,105,100,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1450000000,3,2,105,100,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
500000000,3,2,60,51,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
1500000000,2,1,120,79,0,3300,2,2017,1,0,1,0,0,0,0,0,0,0
359000000,3,2,90,75,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
350000000,2,1,60,38,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
168000000,2,1,60,29,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
195000000,2,1,72,21,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
280000000,2,1,90,36,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
530000000,2,1,60,30,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
493000000,1,1,60,23,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
130000000,2,1,150,45,2,1300,1,2018,2,0,1,0,0,0,0,0,0,0
475000000,2,1,105,36,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
500000000,2,1,72,50,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
525000000,2,1,72,50,2,3160,1,2022,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
660000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
700000000,2,2,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
333000000,2,1,62,36,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
525000000,2,1,72,50,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
780000000,3,2,116,85,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
600000000,3,2,66,56,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
600000000,3,2,66,56,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
780000000,3,2,116,85,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
780000000,3,2,116,85,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
780000000,3,2,116,85,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
555000000,2,2,96,80,0,1300,1,2019,1,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
930000000,2,1,84,39,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
900000000,2,1,81,45,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,104,60,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
500000000,2,1,68,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,60,65,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
930000000,2,1,84,39,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,104,60,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
960000000,3,2,81,51,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1400000000,4,4,120,98,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
500000000,2,1,68,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
900000000,2,1,81,45,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1150000000,3,2,94,70,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1400000000,4,4,120,98,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,60,65,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
930000000,2,1,84,39,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
900000000,2,1,81,45,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1150000000,3,2,94,70,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
599000000,2,2,90,36,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1400000000,4,4,120,98,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
500000000,2,1,68,36,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1080000000,2,2,60,65,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
930000000,2,1,39,84,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
900000000,2,1,81,45,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
500000000,2,1,68,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,60,65,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
930000000,2,1,84,39,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
900000000,2,1,81,45,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
960000000,3,2,81,51,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1400000000,4,4,120,98,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
530000000,2,1,70,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1080000000,2,2,104,60,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1150000000,3,2,94,70,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
800000000,2,1,72,39,1,2200,1,2021,1,0,1,0,0,0,0,0,0,0
637000000,3,2,65,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
755000000,3,2,78,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
685000000,3,2,64,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
438000000,2,1,60,35,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
438000000,2,1,63,36,0,1300,1,2022,1,0,1,0,0,0,0,0,0,0
1090000000,3,2,65,87,0,2200,2,2022,0,0,1,0,0,0,0,0,0,0
570000000,3,2,90,80,0,1300,1,2018,0,0,1,0,0,0,0,0,0,0
600000000,3,2,112,100,0,1300,1,2018,0,0,1,0,0,0,0,0,0,0
435000000,2,1,60,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
960000000,2,2,60,94,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
466000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
500000000,2,1,83,45,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1620000000,5,2,104,180,1,2200,3,2018,0,0,1,0,0,0,0,0,0,0
375000000,2,1,60,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1620000000,5,2,104,180,1,2200,3,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,105,45,1,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1140000000,3,2,84,76,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1080000000,3,2,84,84,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
195000000,2,1,40,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
500000000,2,1,75,38,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
100000000,2,1,55,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
200000000,3,1,45,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
275000000,2,1,60,40,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
400000000,2,1,84,45,1,1300,1,2021,2,0,1,0,0,0,0,0,0,0
400000000,2,1,84,45,1,1300,1,2021,2,0,1,0,0,0,0,0,0,0
